4694219898,1630645048,懂了，p站啥时候上元宇宙？,见思齐
4699764855,1631055722,我觉得必然是最先上的一批[好奇]欲望经济不缺粉丝[赞同],思哲
4701052054,1631149582,ghs是第一生产力[doge],一晋一
4699362519,1631089286,估计还是区块链那帮人，毕竟搞到最后发现只能炒币，现在币也不好炒了，又搞个新概念。,CLNY
4795776966,1632982451,我们一般称之为 资本,狮子的进击时代
9926761253,1635473880,太同意了，就是新概念炒作,笑着活下去
4679865340,1629691531,个人认为目前概念炒作大于实际，技术还远远不能支撑。,Zhang Vincent
4689292151,1630277882,全息投影炒了几十年，怎么不见普及？怎么手机还需要屏幕？怎么不直接投影到空气上？,左牵黄
4693749057,1630640148,为了股价上涨 什么干不出来。,52Hz
4816032249,1634823067,人类在作死道路上又前进了一小步，作死的一小步就是毁灭的一大步。<br>当年玄学家扯的这些东西，终于找到一种脱离肉体的方式进行实现，虽然很扯，但是貌似可行。<br>最终人类没有走出太阳系，也没有进化成更高级的生命，而是从宅在家里，变成宅在虚拟世界里。<br>资本主义真是人类文明的掘墓人。,穆帅的球迷
9958903862,1637143842,大概率是技术革命迟迟不到，生产力突破不了，人越来越多，资源不足，用元宇宙把底层人的意识全部上传到虚拟空间中，现实社会消耗的资源仅够维持生命就行了，甚至于生命都可以不要了。这样，资本家就可以尽情享受现实物质了。,許小凡
9926850077,1635474784,正解，爽完一辈子拉倒，没人想星际殖民了,不在读程序员熊吉
4693748852,1630639704,看到这个词我第一反应就是炒作，大家都是明白人，按照现在的技术这个所谓的元宇宙充其量就是个新的游戏概念。可想而知，又会有谣言满天飞，把所谓的“元宇宙”吹的神乎其神，然后又会有一大波韭菜仰脖子待收割。,52Hz
4699949035,1631087073,按照现在的技术，这玩意儿还在PPT那一步。,52Hz
4700317648,1631151729,这跟互联网可不是一个概念。当初互联网可是通过基础设施实实在在的联系了整个社会。看过网游小说的应该都明白。在互联上搭建一个类似人类社会的不管是网游。还是社区。那可太难了。现阶段你说你在研究阶段。那无所谓。怎么吹都行。你要他们能拿出实实在在东西。想都别想,落花吹雪
4699805400,1631087005,全部都元宇宙了，要天天看屏幕，视力肯定不行，利好爱尔眼科[doge],小葵的哥哥
4700532009,1631180633,不管是用眼睛还是神经元，都利好白酒,虎皮猫大人
4700579358,1631151823,如果真到那个地步。后期根本就不用眼睛去看投影。直接就是神经元的接入。估计我这辈子是没机会了看到了,落花吹雪
4700905175,1631155318,反正要坚持党的领导，不然这东西太容易成为各种妖魔鬼怪的天堂,懂完了
9952221827,1636527409,那必须的，伟光正无数次证明是人类前进的明灯,小镇梦想家
10009956643,1638763074,当达到共产主义阶段，物质完全不愁，但人性难抑，只有靠虚拟才能释放。所以meta是共产主义的必需品。,Dirac sea
4704400968,1631500354,元宇宙万岁，我准备去建一个，大家有没有兴趣投一波，每月返利，比他们高，PPT一会就去做，晚上就写好[调皮],进击的小面
4811475155,1634406461,你那叫资金盘吧,狗庄休想骗我
9948842680,1636121995,我也想要PPT[可怜],麻薯木木麻
4699486435,1631110843,如果真的实现了，就是说社畜们死后还要在虚拟世界继续996[微笑],狸喵好吃懒做
9955061838,1636788437,虚拟世界是000,沉默的青蛙
4812679013,1634406521,真实现了 就没我们什么事了 ,狗庄休想骗我
4680712296,1629767014,VR，看了就头疼，现实中个个都是高度近视眼，我看你拿什么进入元宇宙，哈哈哈,leo强
9949705996,1636151401,终于明白为何看不到外星人了！有一天我们发现了外星人的母星球，发现他们全部都沉浸在元宇宙中！！！[开心][开心][飙泪笑][飙泪笑][飙泪笑],冰蓝
4691996047,1630472347,脑后插管,勿以恩小而不感
4700195561,1631143768,现在杀进去的至少站五年高岗，这波割韭菜意图太明显了，元个屁的宇宙，怎么不弄个漫威宇宙出来玩玩,山村老平头
9943226690,1635581427,5年还是高估了现在的技术水平,多读书
9966368260,1637825075,5年时间能玩到刀剑神域那样的丐版游戏，就是科技的巨大进步了,推特就是你的榜样
4699026797,1631063478,真是比较服了这帮好游戏，搞社区，搞区块链的，动不动就革命,狂奔的蜗牛
4700009081,1631089510,韭菜要一茬一茬的割,CLNY
4716807136,1632428006,A股就不割韭菜啦[大哭],是个小白菜呀
4795941180,1632966543,就是一场闹剧，在产品和技术上没有任何突破，仅仅是造了个词，救了垂危的VR概念，让故事可以继续讲下去。实际上元宇宙甚至不应该叫元宇宙，宇宙只是维度空间，应该叫世界会更加合适，而且是一个人类世界，只要有人类的文明要素，人们可以沉浸在其中，就可以了。比起Roblox，我觉得魔兽世界更加接近这个概念。Roblox主打的是玩家创造，和文明实际上还差很远。,Victor
10014775206,1639287521,确实，这种元宇宙概念国内的好多小说都提到过，steam游戏也有，他们只不过就起个名罢了，这种技术要求太过苛刻，以现在的科技水平远远远远达不到，没想到他们这些公司竟然开始融资了,coldcash36g
9944159629,1635637289,感觉魔兽社交方面勉强可以，毕竟私聊都会回哈哈,知然
4706819616,1631606428,话说，我们不是要去探索星辰大海的吗？这以后都想钻进虚拟世界那个小盒子里不出来，甚至肉身死亡都不管了，星辰大海谁去探索啊？[流泪],萨那
4710755716,1631945191,我想起之前看到的一段话：刘慈欣认为，人类存在的意义在于向外拓展。人类应该不断地向宇宙深处扩张自己的生存空间，不断地向宇宙彰显自己的存在，这本身就是意义。我们如今却沉溺于信息技术的安乐窝中，变得越来越内向。“这种内向发展到极致，世界就会变成这样一个图景：地球表面恢复了森林和草原，生命都很繁荣， 但是整个地球表面看不到一个人。同时，在某个地下室中，有一台超级电脑，在这台电脑里，生活着几百亿人，就像《黑客帝国》一样。这种图像一旦变成了现实，人类的生命将不具有任何意义。很不幸，人类正在朝着这个方向发展。”,最后的星际战士
9943317275,1635584983,以这个设想 会不会有的星球的智慧已经进入这个阶段了 所以人类没有发现他们,王大锤
4701583360,1631271461,管你什么宇宙都利好显卡。老黄成最大赢家。,TomYu
10269534049,1661856105,那问题来了，元宇宙是要在那一方面大展手脚？游戏娱乐?在线办公?还是生产制造?我觉得恐怕是第一个，也仅仅只是游戏娱乐的一个分支，再怎么VR，也代替不了线下的身临其境,汙围
9962706844,1637470520,引用网友说的：元宇宙还要花钱研究？一瓶酒下肚，什么都有了。,卡号
10032160034,1641743404,精辟[飙泪笑],amanda
4662247391,1628478477,人类在元宇宙里面的数字分身，将会永生。即便现实中的肉体湮灭，数字世界的你，仍然会在元宇宙中继续生活下去，保留真实世界里你的性格、行为逻辑，甚至记忆。 这个真的绝绝子。以你的习惯，永生不朽,小花猪
4694691117,1630639824,看到这个评论只想笑，看评论居然有人信。你很有写科幻小说的天赋，加油骚年。,52Hz
4692631327,1630543024,等于说服务器永远不会关咯,煤氣丸
4709590162,1631882645,镰刀不好用了用菜刀一样割。这概念我以为是拍电影呢，再一看这么多人吹，还以为是2121年了，这么多人还想去虚拟宇宙里，不怕被压榨的更惨吗，那可真是资本家创造规则的地方，他们是神想想你们是什么。,低调的白
9929310508,1635475742,韭菜,不在读程序员熊吉
10017133242,1639451796,韭菜算不上，最多是种植韭菜的土壤。,看我眼色行事
9951973699,1636469735,本来想梳理下元宇宙相关投资机会及标的，经过幻想及各种拼接之后，竟然发现是自己格局小了，开始认真思索着人类文明该往何处去。。。<br><br><br>细心留意世界变化的朋友可能已经隐约察觉到世界及人类文明正在往两个极端的方向进一步发展。<br><br>方向一：向外太空发展，进一步探索未知的世界。<br><br>方向二：向虚拟世界进军，试图构建一个虚拟的平行世界。<br><br>方向一的代表包括了：马斯克，真切的向着火星探索的目标一步一步的坚实迈进。看他的代表作， Space X（降低去太空成本）、powerwall（储能），可折叠房屋，贝索斯（外太空的尝试）。<br><br>再看看一些最近十年新出来的技术，机器人、空气蛋白、人造肉、垂直农场，如果脑洞大一点，不知不觉中，在一种全新的太空场景中各种满足人类生存需求必备品是否突然有了应用场景。<br><br>方向二的代表：典型的是 扎克伯格，其实还有 中本聪。<br><br>大家不妨把(block chain\bitecoin\ VR/AR\机器学习\数字资产)这些全部串联起来想，一个虚拟世界中所需的账簿、数字流通货币、硬件设备入口及关键技术是否已经逐步具备。<br><br>刘慈欣是坚定的飞船派，人类就应该集中精力探索未知的世界，而不是沉迷在虚拟的世界里丧失自我。<br><br>而笔者认为，人类该往何处去 这个路线之争取决于 技术进步的成熟度。两种方式本质上没有实质性的区别，都属于重建一个人类的家园。只不过一个在外太空，一个在虚拟世界。<br><br>经过农耕时代、工业时代、互联网时代之后，技术的不断进步推动着人类文明走向了下一个十字路口：<br><br>无论向哪条路线走，对于能够亲身经历这种跨越而言，确实是令人激动和无比期待的。,区块投研DAO
10047899389,1643395867,前者的限制是能源，后者的限制是算力，这两个靠的是基础科学的进步[捂嘴],黑天鹅
10058642996,1644660443,还有阶层拓展的可能性。毕竟现实世界的阶层壁垒可以在虚拟世界中低门槛进入 指不定改变现实世界阶层,彤彤彤
4704342761,1631511744,元宇宙和虚拟币一样单纯的收韭菜，现在的技术不支持运行，如果虚拟大于现实  就等同于吸毒 国内肯定不会允许的  这个最多成为一个游戏  ,1000000001
10017509410,1639562155,资本之流也不会一脑袋扎进虚拟，都是忽悠老百姓进去，他们坐后面数钱[惊喜],Flame
10015170976,1639342800,我也这么觉得的，下去百年有这技术都是超常发挥了，,小狗
4692899754,1630556855,元宇宙的你终究不是你，因为自我意识是没法复制的，在你真身消亡后留下的只是一个NPC，也就是AI数字人,大牛叔叔
9947839677,1636090140,更通俗一点就是，人死了游戏账号还在[看看你],随愿所成
4694571660,1630639955,元宇宙都在瑟瑟发抖，你给它的压力太大了。,52Hz
10006701376,1638527670,元宇宙这个没啥大意思，如果它像游戏不过是一个大型网游，氪金玩家永远虐你，现在有人已经大把钱卡位了。如果不像游戏在里面生活工作，你现实世界过的还不够吗，还的去再虚拟世界再重复一次。里面的小人是你吗，衣服再漂亮现实的你穿的土里土气，你的女友漂亮现实中的你撸管自闭，兜里钱再多现实中的你每日泡面充饥。真没劲。你也许说元宇宙干好了可以转成现实世界的钱，别傻啦，现实中的有钱人让你有这个机会，人家有资本的氪金玩家在现实和虚拟双重压制你的，你还会是一个被资本打压的屌丝而已，阶层永远存在。对你发起无限月读你还能知道这是个无限月读，这更残忍吧。带土哥，我还是活好自己的现实宇宙吧[惊喜],太乙金华火腿
10057726969,1644519145,就像人们被吊在商家激发的各种欲望上，虚拟世界也是商家的营销手段，奶头乐。,adipu
4701445606,1631187779,恶臭无比的骗局又开始裂变了 简直是狗屎平方²,知乎用户FRnN1s
4703032362,1631292037,超高自由度的游戏社交并不是新概念，VR也不是新概念，玩家自定义玩法也不是什么新鲜事，早已经存在一些游戏里。<br>最懂玩家最懂游戏的厂商没什么发话，倒是各种概念号铺天盖地说多先进多未来，总感觉有猫腻。<br>想起当年美军“陆地勇士”项目,Akan
4702448680,1631292208,有些视频号提及元宇宙一个重要概念就是自定玩法和货币————这不就EVE星战前夜？,Akan
4812624146,1634434926,p,不吃草的羊
4701758595,1631258987,这不就是网游之XXXX的剧情吗,何不平
9961076320,1637282209,以后宅男就天天吊着营养液，躺在一个格子里，在元宇宙世界风光无限。,黄知傻
4705442910,1631516940,前前后后看了一遍，无非就是游戏画质提升了，延迟变小了，完全没实质变化。<br>当然吹的神乎其神，又可以圈个项目钱了,劲小松up
10007112135,1638514303,高端版模拟人生[捂脸],mmcdn
